Timestamp,radiation_level(μSv/h)
2023-11-16 14:30:02.112995,0.30521143406928697
2023-11-16 14:30:32.127169,0.23560677571699332
2023-11-16 14:31:02.139120,0.28499576472738364
2023-11-16 14:31:32.171114,0.34321366635151374
2023-11-16 14:32:02.209992,0.18459955058634225
2023-11-16 14:32:32.251089,0.32130281862274246
2023-11-16 14:33:02.291831,0.20567538410283143
2023-11-16 14:33:32.327154,0.17656280630505625
2023-11-16 14:34:02.362429,0.2263523884690094
2023-11-16 14:34:32.399183,0.24624864139711072
2023-11-16 14:35:02.436967,0.3712930766980562
2023-11-16 14:35:32.451087,0.34045590107606516
2023-11-16 14:36:02.460016,0.10874092237978306
2023-11-16 14:36:32.504687,0.3789304691612738
2023-11-16 14:37:02.547105,0.297519985649231
2023-11-16 14:37:32.579109,0.3340471503975246
2023-11-16 14:38:02.623073,0.3568565654852538
2023-11-16 14:38:32.664728,0.17259289368651745
2023-11-16 14:39:02.703093,0.20714493754578892
2023-11-16 14:39:32.740899,0.2703086189306539
2023-11-16 14:40:02.781692,0.3627748060304079
2023-11-16 14:40:32.799064,0.2020829315207647
2023-11-16 14:41:02.828437,0.3734212559446525
2023-11-16 14:41:32.863024,0.27138996173861946
2023-11-16 14:42:02.907970,0.24455736791608068
2023-11-16 14:42:32.946821,0.23261098257082294
2023-11-16 14:43:02.989920,0.2545132351455037
2023-11-16 14:43:33.017953,0.13516332503709083
2023-11-16 14:44:03.074316,0.3225850103139196
2023-11-16 14:44:33.107066,0.21765008656088214
