Timestamp,Humidity
2023-11-16 14:45:01.735201,35.76954551018389
2023-11-16 14:45:31.773962,14.672334417555936
2023-11-16 14:46:01.812176,34.241049256926516
2023-11-16 14:46:31.849789,34.97825003011232
2023-11-16 14:47:01.896443,33.12047578938708
2023-11-16 14:47:31.907120,19.047714095637893
2023-11-16 14:48:01.946801,38.398051168712506
2023-11-16 14:48:31.985117,35.75948013682162
2023-11-16 14:49:02.021940,23.207766838092944
2023-11-16 14:49:32.057405,14.308933248929984
2023-11-16 14:50:02.095821,15.572790873218981
2023-11-16 14:50:32.133888,16.59198941173322
2023-11-16 14:51:02.170290,18.065085460466754
2023-11-16 14:51:32.206666,19.459554797088614
2023-11-16 14:52:02.243316,14.776752137760518
2023-11-16 14:52:32.281198,15.89076362325028
2023-11-16 14:53:02.317368,20.75923118215703
2023-11-16 14:53:32.353762,35.298731054316846
2023-11-16 14:54:02.391131,29.139948518933302
2023-11-16 14:54:32.425769,16.7015431977754
2023-11-16 14:55:02.459581,24.831398866828604
2023-11-16 14:55:32.470351,20.120941503888975
2023-11-16 14:56:02.506454,14.359848000344707
2023-11-16 14:56:32.539062,35.335140841148096
2023-11-16 14:57:02.571076,16.60744822493975
2023-11-16 14:57:32.605125,19.521071853105084
2023-11-16 14:58:02.611085,31.990406776796465
2023-11-16 14:58:32.646491,29.731381415837316
2023-11-16 14:59:02.685714,34.6474570969357
2023-11-16 14:59:32.729920,23.155115913326284
