Timestamp,Light Intensity (lux)
2023-11-16 14:45:01.814815,31.353914732178378
2023-11-16 14:45:31.847141,52.18179370261714
2023-11-16 14:46:01.879077,99.46156653193324
2023-11-16 14:46:31.911143,79.55552134615903
2023-11-16 14:47:01.943052,43.041592473789066
2023-11-16 14:47:31.983075,10.574594762886047
2023-11-16 14:48:02.018210,42.99177323513293
2023-11-16 14:48:32.055062,22.776794862339045
2023-11-16 14:49:02.087054,37.714572293812665
2023-11-16 14:49:32.119057,61.00856833596837
2023-11-16 14:50:02.151102,80.0951386217695
2023-11-16 14:50:32.183035,21.810258578757768
2023-11-16 14:51:02.215043,13.677436759538896
2023-11-16 14:51:32.247050,31.925858726115475
2023-11-16 14:52:02.279051,32.93088213186797
2023-11-16 14:52:32.311074,96.28866171492919
2023-11-16 14:53:02.317988,2.4403290202493655
2023-11-16 14:53:32.355257,64.48393352842487
2023-11-16 14:54:02.390054,43.60826182940725
2023-11-16 14:54:32.429568,8.043751231417895
2023-11-16 14:55:02.435073,94.6367097307555
2023-11-16 14:55:32.470377,75.4867011612692
2023-11-16 14:56:02.506208,49.4555783222458
2023-11-16 14:56:32.539073,52.38027265816883
2023-11-16 14:57:02.571061,42.224874929172366
2023-11-16 14:57:32.603063,35.39736753713897
2023-11-16 14:58:02.635138,80.16873289224502
2023-11-16 14:58:32.646404,75.53027864323928
2023-11-16 14:59:02.684876,16.86537898239493
2023-11-16 14:59:32.729646,69.13723507483095
