Timestamp,Wind Speed (m/s)
2023-11-16 14:30:02.221019,8.212900629289585
2023-11-16 14:30:32.255261,7.761497453579875
2023-11-16 14:31:02.267433,7.218808202168447
2023-11-16 14:31:32.316463,5.12212988881041
2023-11-16 14:32:02.343226,3.2325754551944286
2023-11-16 14:32:32.387059,9.913820273936201
2023-11-16 14:33:02.399139,7.685150278441534
2023-11-16 14:33:32.441542,4.833153342462948
2023-11-16 14:34:02.480413,4.223231381650772
2023-11-16 14:34:32.517668,2.1826487652839166
2023-11-16 14:35:02.555212,2.080161652883713
2023-11-16 14:35:32.571076,3.213011012983925
2023-11-16 14:36:02.595105,2.926496023423711
2023-11-16 14:36:32.629884,1.6639203901896915
2023-11-16 14:37:02.655058,4.9905396328035865
2023-11-16 14:37:32.691144,7.87573460410465
2023-11-16 14:38:02.711068,2.550543727968182
2023-11-16 14:38:32.735085,1.7273027001357233
2023-11-16 14:39:02.767200,6.165503615518614
2023-11-16 14:39:32.807912,0.4536951183267468
2023-11-16 14:40:02.847937,3.624701316305643
2023-11-16 14:40:32.886422,4.599449904440038
2023-11-16 14:41:02.922509,4.274390764502262
2023-11-16 14:41:32.957538,4.6512664253815785
2023-11-16 14:42:02.992652,0.1928622753645337
2023-11-16 14:42:33.028094,7.00535868447571
2023-11-16 14:43:03.063530,3.9686992737125424
2023-11-16 14:43:33.099146,9.688270309009019
2023-11-16 14:44:03.107076,9.825841904302612
2023-11-16 14:44:33.145825,8.577273943678184
