Timestamp,Light Intensity (lux)
2023-11-16 14:30:02.215224,28.913900689275252
2023-11-16 14:30:32.251129,13.031812380833873
2023-11-16 14:31:02.267410,99.19463761956071
2023-11-16 14:31:32.316455,4.509273326696118
2023-11-16 14:32:02.343073,50.465460718025234
2023-11-16 14:32:32.383097,98.40714893434368
2023-11-16 14:33:02.419044,88.78494236421028
2023-11-16 14:33:32.459148,41.305193392253216
2023-11-16 14:34:02.495024,93.65693564523714
2023-11-16 14:34:32.529790,79.79495959339177
2023-11-16 14:35:02.569967,8.191170192144204
2023-11-16 14:35:32.603073,2.8883705401643645
2023-11-16 14:36:02.640306,99.8003469698452
2023-11-16 14:36:32.676798,6.439220644612364
2023-11-16 14:37:02.703052,24.163039525153664
2023-11-16 14:37:32.740313,45.77771494534846
2023-11-16 14:38:02.771105,11.39993021219311
2023-11-16 14:38:32.808230,58.16499303867233
2023-11-16 14:39:02.830806,86.10065395743176
2023-11-16 14:39:32.851086,84.71769214635518
2023-11-16 14:40:02.887128,31.29183340853926
2023-11-16 14:40:32.922540,26.810393285524935
2023-11-16 14:41:02.958132,79.20402399720112
2023-11-16 14:41:32.994407,35.696574306045235
2023-11-16 14:42:03.030022,53.14461266654408
2023-11-16 14:42:33.067862,5.246848232887292
2023-11-16 14:43:03.105777,38.95862715531947
2023-11-16 14:43:33.141447,17.535291541838916
2023-11-16 14:44:03.178389,12.68000857177608
2023-11-16 14:44:33.187107,17.38638166478377
