Timestamp,Pressure
2023-11-16 14:15:02.053356,67083.62186612612
2023-11-16 14:15:32.089247,86366.01198312617
2023-11-16 14:16:02.123879,95339.00096683795
2023-11-16 14:16:32.167118,115263.18271367054
2023-11-16 14:17:02.215042,97043.35892275437
2023-11-16 14:17:32.237672,73083.20808962562
2023-11-16 14:18:02.271061,64880.13568156409
2023-11-16 14:18:32.305623,106632.12871287091
2023-11-16 14:19:02.340401,87619.34722216277
2023-11-16 14:19:32.375157,109468.95595319376
2023-11-16 14:20:02.409630,61840.13211668144
2023-11-16 14:20:32.444605,84544.55738668867
2023-11-16 14:21:02.479105,73817.03945435479
2023-11-16 14:21:32.511066,75248.13671291815
2023-11-16 14:22:02.543125,102136.0942838747
2023-11-16 14:22:32.567066,116259.03495341528
2023-11-16 14:23:02.599054,68338.62099572824
2023-11-16 14:23:32.635067,107413.41919587608
2023-11-16 14:24:02.647127,66204.34212836617
2023-11-16 14:24:32.683073,107829.73578187857
2023-11-16 14:25:02.727055,87999.59645052113
2023-11-16 14:25:32.774213,69096.16538493354
2023-11-16 14:26:02.791075,90480.21144377338
2023-11-16 14:26:32.827082,66515.64239077175
2023-11-16 14:27:02.863037,78024.6222175993
2023-11-16 14:27:32.899057,69502.82595054228
2023-11-16 14:28:02.931070,61070.14003114531
2023-11-16 14:28:32.971086,68486.31350099992
2023-11-16 14:29:03.011136,74227.2214410361
2023-11-16 14:29:33.043046,69715.73341708178
