Timestamp,Light Intensity (lux)
2023-11-16 14:15:02.022377,59.52270100581458
2023-11-16 14:15:32.058426,53.04427567514885
2023-11-16 14:16:02.092459,59.04093113110035
2023-11-16 14:16:32.127340,18.27592897225615
2023-11-16 14:17:02.161850,0.1824999716976583
2023-11-16 14:17:32.195115,58.85496512802536
2023-11-16 14:18:02.229774,34.5178975189975
2023-11-16 14:18:32.264995,93.49068294034049
2023-11-16 14:19:02.298888,25.98483418073114
2023-11-16 14:19:32.331050,32.19857961673491
2023-11-16 14:20:02.363079,55.16597233834407
2023-11-16 14:20:32.369403,54.290371915183265
2023-11-16 14:21:02.405396,89.08355325095096
2023-11-16 14:21:32.439122,81.24889254585645
2023-11-16 14:22:02.473907,11.564757190100416
2023-11-16 14:22:32.507194,27.545668627266128
2023-11-16 14:23:02.535994,27.134982401719686
2023-11-16 14:23:32.572143,34.664835450696344
2023-11-16 14:24:02.607083,60.61573911412486
2023-11-16 14:24:32.645693,0.5672602689972606
2023-11-16 14:25:02.699055,62.09634674138751
2023-11-16 14:25:32.742170,22.62209430710844
2023-11-16 14:26:02.775092,42.912284852838056
2023-11-16 14:26:32.811039,98.2525291102801
2023-11-16 14:27:02.847138,23.718831016437502
2023-11-16 14:27:32.885762,99.66855400262074
2023-11-16 14:28:02.927057,50.79623938131673
2023-11-16 14:28:32.965538,22.7613219569215
2023-11-16 14:29:03.003053,39.89053334971502
2023-11-16 14:29:33.035058,63.58023677188579
