Timestamp,Wind Speed (m/s)
2023-11-16 14:45:01.787345,6.630606358808268
2023-11-16 14:45:31.819599,9.544368760899362
2023-11-16 14:46:01.856896,6.72741487733262
2023-11-16 14:46:31.891059,2.960855595085299
2023-11-16 14:47:01.923112,4.242573969826581
2023-11-16 14:47:31.955060,6.359681669904214
2023-11-16 14:48:01.987118,0.019332544225155734
2023-11-16 14:48:32.023071,6.962894339066484
2023-11-16 14:49:02.057807,0.5324533251611718
2023-11-16 14:49:32.092560,4.219307285773945
2023-11-16 14:50:02.127090,2.132109657851493
2023-11-16 14:50:32.159066,4.894802505262465
2023-11-16 14:51:02.191102,1.8928813049980109
2023-11-16 14:51:32.206680,2.3430851264454535
2023-11-16 14:52:02.243069,2.3891326217684195
2023-11-16 14:52:32.281000,0.4925562044737286
2023-11-16 14:53:02.317912,7.370013778116361
2023-11-16 14:53:32.353755,8.981820052825839
2023-11-16 14:54:02.390588,1.1979542547668198
2023-11-16 14:54:32.428638,9.886277586712211
2023-11-16 14:55:02.463089,7.961749646678511
2023-11-16 14:55:32.470366,8.228716072951993
2023-11-16 14:56:02.503117,7.3077003937001175
2023-11-16 14:56:32.535188,0.9990045824339688
2023-11-16 14:57:02.567043,4.166981439547481
2023-11-16 14:57:32.571368,2.6179753142945894
2023-11-16 14:58:02.611086,7.229426386702066
2023-11-16 14:58:32.646407,4.75172176060596
2023-11-16 14:59:02.685747,6.966416879206552
2023-11-16 14:59:32.729275,7.757631146322858
