Timestamp,radiation_level(μSv/h)
2023-11-16 14:15:01.983759,0.1004845724866536
2023-11-16 14:15:32.021890,0.28700477489855847
2023-11-16 14:16:02.043100,0.2271938502648142
2023-11-16 14:16:32.079594,0.39584833779256323
2023-11-16 14:17:02.114375,0.3449159901958996
2023-11-16 14:17:32.147171,0.36251390106529924
2023-11-16 14:18:02.182042,0.2780123792800357
2023-11-16 14:18:32.216677,0.28980102673220254
2023-11-16 14:19:02.231122,0.306508187333773
2023-11-16 14:19:32.266415,0.365446350979967
2023-11-16 14:20:02.299079,0.19828980895992232
2023-11-16 14:20:32.336865,0.1392594424478413
2023-11-16 14:21:02.372616,0.3364011358021287
2023-11-16 14:21:32.407521,0.14269589786684697
2023-11-16 14:22:02.442345,0.2709938450777958
2023-11-16 14:22:32.449742,0.17189310958087176
2023-11-16 14:23:02.492593,0.25086722094196134
2023-11-16 14:23:32.530724,0.10378469094371619
2023-11-16 14:24:02.569763,0.10764993414594798
2023-11-16 14:24:32.583102,0.11080126842066049
2023-11-16 14:25:02.633799,0.15139820143154237
2023-11-16 14:25:32.703068,0.18173766570605115
2023-11-16 14:26:02.723823,0.3406050319476302
2023-11-16 14:26:32.759069,0.33426234969339896
2023-11-16 14:27:02.791087,0.26688182721059084
2023-11-16 14:27:32.839535,0.27143544360894567
2023-11-16 14:28:02.873924,0.2197544467049142
2023-11-16 14:28:32.920644,0.32144585714078455
2023-11-16 14:29:02.947094,0.3839944850444219
2023-11-16 14:29:32.988813,0.25999171113472475
