Timestamp,radiation_level(μSv/h)
2023-11-16 14:45:01.718580,0.33191064683836324
2023-11-16 14:45:31.774261,0.2999702752436991
2023-11-16 14:46:01.814427,0.17136415988747467
2023-11-16 14:46:31.852265,0.36429342218905014
2023-11-16 14:47:01.907084,0.32348922881940595
2023-11-16 14:47:31.943076,0.15885567422891111
2023-11-16 14:48:01.979073,0.2559715507785241
2023-11-16 14:48:32.015741,0.11162939395697763
2023-11-16 14:49:02.053253,0.26211608790803465
2023-11-16 14:49:32.088213,0.3043833928402526
2023-11-16 14:50:02.095836,0.3568744552324079
2023-11-16 14:50:32.134384,0.2297225246779481
2023-11-16 14:51:02.169522,0.3367087333638747
2023-11-16 14:51:32.207318,0.19684547562355592
2023-11-16 14:52:02.245138,0.18515494393569026
2023-11-16 14:52:32.281233,0.36340747330156564
2023-11-16 14:53:02.317346,0.13026072202314293
2023-11-16 14:53:32.353797,0.11817541406589954
2023-11-16 14:54:02.389460,0.21240314566671453
2023-11-16 14:54:32.425796,0.28391238023326065
2023-11-16 14:55:02.459081,0.3596388546429218
2023-11-16 14:55:32.491064,0.17209200491850435
2023-11-16 14:56:02.527108,0.17555208565956487
2023-11-16 14:56:32.559080,0.3153636097711647
2023-11-16 14:57:02.591056,0.13293666992013442
2023-11-16 14:57:32.623064,0.1762017811698342
2023-11-16 14:58:02.655051,0.3607219480156889
2023-11-16 14:58:32.687058,0.14594303701736583
2023-11-16 14:59:02.719164,0.3996996435514054
2023-11-16 14:59:32.751138,0.10816458056851873
