Timestamp,Pressure
2023-11-16 14:30:02.162557,116611.58416650983
2023-11-16 14:30:32.202488,68989.80589095442
2023-11-16 14:31:02.242095,66706.928266521
2023-11-16 14:31:32.280259,63152.09608872052
2023-11-16 14:32:02.291074,85371.52014951559
2023-11-16 14:32:32.315120,76875.91084469469
2023-11-16 14:33:02.339078,65665.07227861743
2023-11-16 14:33:32.383626,74350.81259901694
2023-11-16 14:34:02.420076,87285.75227381752
2023-11-16 14:34:32.459099,85332.00715040696
2023-11-16 14:35:02.471177,76192.4309456025
2023-11-16 14:35:32.507050,81831.5961693359
2023-11-16 14:36:02.544651,118222.28305021141
2023-11-16 14:36:32.580881,73557.99493074122
2023-11-16 14:37:02.615042,110700.88847011825
2023-11-16 14:37:32.652369,114563.80226481173
2023-11-16 14:38:02.692132,94268.44441629101
2023-11-16 14:38:32.733404,112379.48077349857
2023-11-16 14:39:02.778093,109031.81953924207
2023-11-16 14:39:32.817739,76388.55282619291
2023-11-16 14:40:02.859072,86934.66912507484
2023-11-16 14:40:32.886398,68832.32037579968
2023-11-16 14:41:02.923100,86175.83570765064
2023-11-16 14:41:32.958933,68263.16195769352
2023-11-16 14:42:02.993889,101833.33186141115
2023-11-16 14:42:33.028893,116180.68953540079
2023-11-16 14:43:03.064682,90852.65323956803
2023-11-16 14:43:33.075100,63399.10386280699
2023-11-16 14:44:03.113642,70043.41725759317
2023-11-16 14:44:33.147086,108553.70616217723
